Country,Data_year,Region,KOF_Globalis,Work_rightCIRI,Trade_open,FDI,VDEM_Libdem,Armedcon,Pol_terror,Poverty,Cereal_yield,Stunting_u5s,Undernourish,Wasting_u5s,Life_expect,Maternal_mort,Neonatal_mort,Wellbeing,Tuberculosis,Infant_mort,Infant_vaccines,Literacy_15_24yrs,Primary_school,Yrs_of_school,Lack_contraception,F_school,M_school,F_parliam,Freshwater,Sanitation,Water_acc,Co2_fuel,Electric_acc,Fuel_acc,Growth_rate,ATMs,Child_lab,Unemploy,Infrastruct,Internet_use,Broadband,Inequality,Piped_water,Treated_waste,Climate_chg_vuln,Co2_energy_pc,Ocean_biodiv,Ocean_clean,Ocean_protect,Ocean_fisheries,Fish_overexploit,Terrestrial_protect,Forest_change,Species_survival,CPI,Gov_efficien,Homicides,Prison_pop,Property_rights,Safe_night,Regist_birth,Masskill_ongo,Masskill_ever,GDPpc_growth,Minority_rule,Ethnic_fract,Battle_deaths,Pol_cand_restr,Party_ban,Relig_freeMK,Polkill_apprvd,Freemv_M,Freemv_F,Free_discuss,Social_ineq,Soc_powerdist,Trade_openMK,Democ,Sexwrk_size,Sexwrk_HIV,Sexwrk_condom,Sexwrk_Syphilis,GDPpc,AIDS_death,AIDS_Orph,Physrights_indx,Extrajud_kill,Pol_impris,Torture,Polrights_indx,Free_assem,Freemv_foreign,Freemv_dom,Free_speech,Free_polit,Relig_freeCIRI,Econ_right_F,Pol_right_F,Indep_judic,Rape_prev,Rape_report,Rape_enclave,Rape_compl,Phys_secF,Gender_equal,Pop_dens,Urban_population,Rural_population,SLAVERY
Nepal,2018,ASIA,45.59,1,48.88,0.5,0.45,0,3,10.27499991,2.747900009,37.4,7.950000096,11.3,59,258,21.65,4.513999939,158,35.14999962,88,83.57684337,98.47754,12.35305,37.06140351,57.28089888,90.53738479,29.5,4.518,45.79999924,91.59999847,1.416666667,80.60000153,18.0367,-3.055097207,8.875449877,37.40000077,2.877388215,2.820464932,17.57,20.7,32.81999969,49.8612386,0,0.1,0.159474447,80.14,50.15,0,49,9.61,3.703703704,0.746066765,0.824344677,29,3.04307165,2.9,48,3.864481548,60.23110853,50.2,0,1,0.053961723,0,0.66,0,1,4,3,0,1,0,0.779922065,0,0,-2.441723069,1,67300,4.2,88.2,2,730,1050,26000,4,1,1,0,8,0,2,2,1,1,1,1,3,1,0,4,0,9,3,1,193.0554657,5489916,23492855,0.6
Nigeria,2016,SUBSAHARAN AFRICA,54.39,0,20.72,1.1,0.47,1,4.5,53.47000122,1.593699932,32.9,7,7.9,47,814,34.3,5.268000126,322,108.8000031,51,66.38354494,63.90199,8.98858,71.46788991,68.78341095,45.07042027,5.599999905,4.581,29,68.5,2.103448276,55.59999847,25.64219,-2.739045381,16.05420375,24.70000076,5.757414818,2.448035974,42.68,10.1,48.83000183,3.4815632,1.08171624,0.08,0.53749758,69.77,44.25,5,46,19.67,66.66666667,4.375789829,0.8741472,26,3.020569217,20,32,3.813756264,60.60121738,29.8,1,1,0.000493867,1,0.85,6.706862337,0,4,3,0,1,1,0.828986805,0,1,-3.423169604,1,103500,14.4,98.1,3.2,2450,50000,1100000,0,0,0,0,3,0,0,1,1,0,1,0,2,0,0,4,2,13,4,3,204.1791989,90545336,95444304,0.48
Nigeria,2018,SUBSAHARAN AFRICA,54.93,0,20.72,1.1,0.47,1,4.5,48.03500061,1.593699932,32.9,7.45,7.9,47,814,34.2,5.268000126,322,106.5500016,51,66.39177247,63.90199,8.98858,71.46788991,68.89170548,43.63636364,5.599999905,4.581,29,68.5,2.103448276,56.64999924,25.64219,-2.739045381,16.05420375,24.70000038,6.378707409,2.374017987,34.19,16.7,48.83000183,3.4815632,1.08171624,0.09,0.53749758,69.77,44.25,0,46,19.67,66.66666667,4.375789829,0.8741472,26.5,3.020569217,20,32,3.706878132,59.80060869,29.8,1,1,0.000493867,1,0.85,6.706862337,0,4,3,0,1,1,0.828986805,0,1,-3.423169604,1,103500,14.4,98.1,8.4,2450,51500,1050000,0,0,0,0,3,0,0,1,1,0,1,0,2,0,0,4,2,13,4,3,209.622094,90545336,95444304,0.76
Pakistan,2016,ASIA,53.53,0,25.31,0.89,0.27,1,4,8.300000191,2.747399807,45,22,10.5,57,178,45.5,5.193999767,270,81.09999847,63,70.76932626,71.85668,7.78876,52.60892953,49.49076624,29.96300825,20.60000038,74.35,63.5,91.40000153,1.378323108,93.59999847,36.1472,-3.052479946,7.325158128,11.10000019,5.431818485,3.484310116,13.8,0.5,30.02000046,60.8714431,3.517748412,0.12,0.94117111,67.91,52.48,0,62,35.03,18.75,0.946745761,0.866445219,30,3.054124701,7.7,39,3.469061417,57.63966888,33.6,1,1,0.039574437,1,0.71,4.394449155,1,4,2,0,0,0,0.609827381,0,0,-3.188769335,1,228800,3.8,35.1,4.8,1500,5400,29000,0,0,0,0,3,1,1,1,0,0,0,1,2,0,0,4,1,12,4,6,264.1491335,70005347,123198129,1.13
Pakistan,2018,ASIA,51.7,0,25.31,0.89,0.27,1,4,5.450000096,2.747399807,45,20.95,10.5,57,178,45.55,5.193999767,270,79.94999924,63,71.78466313,71.85668,7.78876,52.60892953,53.19538312,29.96300825,20.60000038,74.35,63.5,91.40000153,1.378323108,95.54999924,36.1472,-3.052479946,7.325158128,12.80000019,4.715909243,3.642155058,14.65,10.2,30.02000046,60.8714431,3.517748412,0.11,0.94117111,67.91,52.48,0,62,35.03,18.75,0.946745761,0.866445219,31,3.054124701,7.7,39,3.534530709,58.31983444,33.6,1,1,0.039574437,1,0.71,4.394449155,1,4,2,0,0,0,0.609827381,0,0,-3.188769335,1,228800,3.8,35.1,0.6,1500,5900,35500,0,0,0,0,3,1,1,1,0,0,0,1,2,0,0,4,1,12,4,6,269.7192261,70005347,123198129,1.68
Philippines,2016,ASIA,66.97,1,64.9,2.72,0.38,1,5,13.10999966,3.637300014,30.3,13.5,7.9,60,114,12.6,5.072999954,288,28,79,97.75079836,90.22618,11.27717,47.06397897,105.4156171,64.33121019,27.20000076,17.03,73.90000153,91.80000305,1.189907039,87.5,50.45161,-0.713209525,23.6813305,11.10000038,6.666004658,3.3050247,39.69,0,42.97999954,59.0351477,0.53125,0.11,0.867845356,77.12,49.49,47.05882353,89,8.6,17.88617886,4.092463452,0.64969738,35,3.384768242,8.8,111,4.116854763,62.26817386,90.2,1,1,0.047443987,1,0.24,7.218176838,1,4,4,0,1,1,0.676781064,0,1,-2.108474317,1,152600,0.6,70.6,2.1,3580,1000,3900,1,0,0,0,9,2,2,1,1,1,1,1,2,1,1,3,2,10,3,0,347.6671932,48018073,55302149,0.4
Philippines,2018,ASIA,64.08,1,64.9,2.72,0.38,1,5,9.45499983,3.637300014,30.3,13.65,7.9,60,114,12.6,5.072999954,288,27.55,79,97.92539918,90.22618,11.27717,47.06397897,104.3578086,64.33121019,27.20000076,17.03,73.90000153,91.80000305,1.189907039,88.3,50.45161,-0.713209525,23.6813305,11.10000019,4.733002329,3.15251235,47.595,23.2,42.97999954,59.0351477,0.53125,0.105,0.867845356,77.12,49.49,47.05882353,89,8.6,17.88617886,4.092463452,0.64969738,34.5,3.384768242,8.8,111,4.158427382,61.13408693,90.2,1,1,0.047443987,1,0.24,7.218176838,1,4,4,0,1,1,0.676781064,0,1,-2.108474317,1,152600,0.6,70.6,2.1,3580,1100,4900,1,0,0,0,9,2,2,1,1,1,1,1,2,1,1,3,2,10,3,0,352.6777493,48018073,55302149,0.77
Poland,2016,EUROPE,81.2,1.5,100.47,3.55,0.57,0,1.5,0,4.268000126,2.6,1.169999957,0.7,67,3,3.1,5.790999889,21,5.199999809,98,99.99996,96.83537,15.46559,39.27710843,98.60968511,74.96136366,27.39999962,18.96,97.19999695,98.30000305,1.782926829,100,95,0.447443109,63.58095676,0,7.363407135,4.102319517,66.6,54.9,32.72999954,99.0905077,60.72727273,0.03,8.335786819,82.03,64.09,36.36363636,76,92.48,36.68639053,6.335274343,0.967672415,62,3.199944642,1.2,217,4.297182542,66.08293484,100,0,1,0.030374457,0,0.12,0,1,4,4,0,1,1,0.848273816,0,0,-1.706677937,1,22800,0.5,52.3,2.1,12690,350,4900,6,2,1,1,12,2,2,2,1,2,2,1,2,2,1,3,0,8,2,1,124.008253,22849639,15120448,0.48
Poland,2018,EUROPE,78.72,2,100.47,3.55,0.57,0,1.5,0,4.268000126,2.6,1.834999979,0.7,67,3,2.95,5.790999889,21,4.949999905,98,99.99996,96.83537,15.46559,39.27710843,98.90484256,74.96136366,27.39999962,18.96,97.19999695,98.30000305,1.782926829,100,95,0.447443109,63.58095676,0,7.363407135,4.151159759,69.95,61.75,32.72999954,99.0905077,60.72727273,0.015,8.335786819,82.03,64.09,36.36363636,76,92.48,36.68639053,6.335274343,0.967672415,61,3.199944642,1.2,217,4.198591271,66.04146742,100,0,1,0.030374457,0,0.12,0,1,4,4,0,1,1,0.848273816,0,0,-1.706677937,1,22800,0,58.3,1.7,12690,100,1000,6,2,1,1,12,2,2,2,1,2,2,1,2,2,1,3,0,8,2,1,124.0220696,22849639,15120448,0.21
Romania,2018,EUROPE,77.88,1,83.57,3.33,0.65,0,2,2.1,4.068500042,12.8,2.5,3.5,66,31,5.3,5.124000072,81,10.05000019,89,98.99784369,85.75557,14.2108,31.1001142,92.96291749,71.96262143,13.69999981,3.243,79.09999847,100,1.176068376,100,82.76085,-0.091156769,64.78037459,0.899999988,6.053435183,3.456846232,56.79,58.9,27.42000008,96.1928409,13.055,0.015,4.210560322,93.44,77.68,100,61,36.57,20.93023256,3.270359514,0.947215258,48,3.216095861,1.7,155,4.193600638,61.27712086,99.45,0,1,0.049544012,0,0.31,0,1,4,4,0,1,1,0.83125462,0,0,-1.910182858,1,30000,1,88.96,2.1,9480,200,1000,6,0,1,0,11,1,2,2,1,2,1,1,3,2,1,4,0,8,2,0,85.13618742,10619557,9082775,0.35
Russia,2016,RUSSIA AND EURASIA,72.29,0,46.23,2.53,0.12,1,4,0,2.443199873,11.3,1.169999957,2.8,61,25,5,5.71600008,84,9.600000381,97,99.70960245,96.06178,14.68839,28.7103046,99.11816995,84.28761721,13.60000038,1.463,72.19999695,96.90000153,1.459058245,100,95,-1.711445728,184.6976969,0,5.805064678,4.12930648,70.52,60.1,40.11000061,93.8724641,21.5,0.03,12.64732838,92.9,77.29,5.737704918,31,2.185535959,6.587615283,5.379498326,0.955111828,29,3.164031726,9.2,475,3.33376613,52.87265575,100,0,1,0.006341352,1,0.25,3.988984047,1,3,3,0,1,1,0.591661661,0,0,-2.55164571,0,241000,0,83.6,2.1,9720,5000,6000,0,0,0,0,2,0,0,2,0,0,0,1,2,0,1,4,1,12,4,3,338.1119439,107050095,37292301,0.73
Russia,2018,RUSSIA AND EURASIA,69.06,0,46.23,2.53,0.12,1,4,0,2.443199873,12.7,1.169999957,2.8,61,25,5,5.71600008,84,9.600000381,97,99.70960245,96.06178,14.68839,28.7103046,99.11816995,84.28761721,13.60000038,1.463,72.19999695,96.90000153,1.459058245,100,95,-1.711445728,184.6976969,0,5.805064678,4.12930648,70.52,60.1,40.11000061,93.8724641,21.5,0.03,12.64732838,92.9,77.29,5.737704918,31,2.185535959,6.587615283,5.379498326,0.955111828,29,3.164031726,9.2,475,3.33376613,52.87265575,100,0,1,0.006341352,1,0.25,3.988984047,1,3,3,0,1,1,0.591661661,0,0,-2.55164571,0,241000,4.2,58.3,0.6,9720,5400,8100,0,0,0,0,2,0,0,2,0,0,0,1,2,0,1,4,1,12,4,3,662.7588466,107050095,37292301,0.53
Serbia,2018,EUROPE,75.28,1,107.5,6.15,0.35,0,1.5,0.150000001,5.965899944,6,5.6,3.9,65,17,3.95,5.123000145,24,6.249999905,86,99.480045,94.79516,14.38712,68.85813149,88.94230943,70.75306936,34,2.541,96.40000153,99.19999695,1.155612245,100,67.91875,-2.539192446,43.97233038,9.5,16.57105332,3.323746443,60.3,63.25,29.62000084,96.2326467,8.7885,0.01,6.799115181,93.44,77.68,5.737704918,28,36.57,0,1.183003961,0.956500163,41,2.650929063,1.2,142,3.253244277,70.39969532,99.15,0,0,0.008915212,0,0.57,0,1,4,4,0,1,1,0.781611364,0,1,-1.59847389,1,3900,1.6,91.2,1.3,5310,100,6000,6,1,2,0,11,1,2,2,1,2,2,1,2,2,0,4,0,8,2,0,80.26758518,3939250,3119072,0.16
Singapore,2018,ASIA,80.01,1,310.26,23.97,0.34,0,1.5,0.5,4.268000126,4.4,1.184999979,3.6,76,10,1.05,6.797999859,49,2.750000024,95,99.87292871,100,15.4,25.16778523,92.14460202,76.64907142,23.89999962,5.612,100,100,0.970833333,100,95,1.472378867,59.32291633,0,2.635318637,6.393812175,81.5,148.85,44.49000168,100,99.65,0.08,4.320161343,82.39,44.93,0,80,17.86980371,0,4.906385429,0.866364526,84.5,5.766091678,0.2,230,6.28414735,93.15250689,99.6,0,0,0.022921235,0,0.39,0,1,4,3,0,1,1,0.46057433,0,1,-0.481385051,0,800,0,100,0,51880,100,58500,2,2,0,1,3,0,2,0,1,1,0,1,3,2,1,3,2,7,3,2,7930.859491,5607283,0,0.34
South Africa,2016,SUBSAHARAN AFRICA,69.89,1,60.79,0.75,0.61,0,3.5,16.55999947,4.320399761,23.9,5,4.7,52,138,11,4.642000198,834,40.5,70,98.88204097,89.55526,13.55794,16.93722944,95.57440506,76.31579294,42,24.23,66.40000153,93.19999695,1.660347551,85.40000153,84.93672,-2.882389754,66.19826566,8.749999905,25.13574219,4.310185149,49,58.5,63.13999939,91.6923535,27.85875,0.09,9.257216454,84.74,59.28,13.33333333,49,20.93170052,21.21212121,17.17185941,0.780582731,44,4.096786162,31,294,5.471041663,39.80251288,85,0,1,0.004537171,0,0.75,0,1,4,4,0,1,1,0.830778531,0,1,-2.316713055,1,24000,57.7,86.1,8.4,5490,74000,1300000,4,0,2,0,11,2,2,2,1,1,2,1,3,2,4,3,0,12,4,3,46.33098451,36601070,19414403,0.45
South Africa,2018,SUBSAHARAN AFRICA,68.63,1,60.79,0.75,0.61,0,3.5,20.57999974,4.320399761,23.9,4.8,4.7,52,138,11.7,4.642000198,834,41.9,70,98.94102049,89.55526,13.55794,16.93722944,96.33720253,76.31579294,42,24.23,66.40000153,93.19999695,1.660347551,85.70000077,84.93672,-2.882389754,66.19826566,9,26.4178711,4.205092575,51.5,57.4,63.13999939,91.6923535,27.85875,0.095,9.257216454,84.74,59.28,13.33333333,49,20.93170052,21.21212121,17.17185941,0.780582731,43.5,4.096786162,31,294,5.035520832,35.40125644,85,0,1,0.004537171,0,0.75,0,1,4,4,0,1,1,0.830778531,0,1,-2.316713055,1,24000,57.7,86.1,6,5490,72500,1250000,4,0,2,0,11,2,2,2,1,1,2,1,3,2,4,3,0,12,4,3,46.98055215,36601070,19414403,0.28
Sri Lanka,2016,ASIA,58.92,1,50.01,1.1,0.5,0,3,1.690000057,3.801399946,14.7,22,21.4,65,30,5.4,4.270999908,65,9.800000191,99,98.1579253,94.13639,13.71335,29.0805417,98.54752712,46.70255631,4.900000095,24.53,95.09999847,95.59999847,1.141666667,88.66255951,25.39852,1.309471595,17.05897531,2.5,4.69761467,5.054661843,25.8,7.8,36.40000153,72.8573009,0,0.14,0.729920864,89.16,61.81,0,35,12.45,12.90322581,2.865138402,0.571313216,37,3.865479418,3.4,132,4.319000533,73.52891883,97.2,0,1,0.018874194,0,0.42,0,1,4,3,0,1,1,0.852834118,0,1,-2.456428005,1,30000,0.3,83.6,1.7,3780,500,26000,0,0,0,0,5,0,1,1,0,1,1,1,2,0,2,4,2,12,3,3,338.1119439,3882481,17320519,0.22
Sri Lanka,2018,ASIA,54.45,1,50.01,1.1,0.5,0,3,1.045000029,3.801399946,14.7,22.05,21.4,65,30,5.35,4.270999908,65,9.600000096,99,98.17896265,94.13639,13.71335,29.0805417,94.47376356,46.70255631,4.900000095,24.53,95.09999847,95.59999847,1.141666667,90.43127976,25.39852,1.309471595,17.05897531,1.75,4.398807335,4.477330922,28.95,13.5,36.40000153,72.8573009,0,0.12,0.729920864,89.16,61.81,0,35,12.45,12.90322581,2.865138402,0.571313216,37.5,3.865479418,3.4,132,4.259500267,67.76445942,97.2,0,1,0.018874194,0,0.42,0,1,4,3,0,1,1,0.852834118,0,1,-2.456428005,1,30000,0.3,83.6,1.7,3780,350,26000,0,0,0,0,5,0,1,1,0,1,1,1,2,0,2,4,2,12,4,3,341.835433,3882481,17320519,0.21
Thailand,2018,ASIA,68.15,0,121.66,0.74,0.11,1,3,0.03,3.10289979,16.3,8.450000048,6.7,66,20,7,6.454999924,171,12.2500001,99,97.34878738,95.60995,13.47211,9.185202259,94.29089102,78.20025294,6.099999905,13.07,93,97.80000305,1.493059747,100,73.86841,-0.815138754,111.9143573,8.300000096,1.0874645,4.055640929,41.195,72.6,39.36999893,75.8920724,16,0.215,4.534491539,81.8,65.49,75,67,42.96421685,53.09734513,6.351098205,0.803594608,37.5,3.43156454,5,398,4.000706137,67.70778989,99.45,1,1,0.025196228,0,0.63,3.784189634,1,1,3,0,1,1,0.175902524,0,1,-1.526046527,0,144000,1.7,83.1,3.5,5640,19000,240000,4,0,2,0,11,2,2,2,1,1,1,1,2,2,1,3,0,11,2,0,135.4497593,33362995,35500519,0.89
Tunisia,2016,MIDDLE EAST AND NORTH AFRICA,67.3,1.5,91.44,1.48,0.66,0,3,1.99000001,1.832499981,10.1,5,2.8,66,62,8.2,4.738999844,33,14,98,97.3044449,98.72154,14.62357,28.49695917,75.82018226,36.57142912,31.29999924,69.71,91.59999847,97.69999695,1.288043478,100,95,-3.158521669,23.34835359,2.099999905,14.81652355,3.673942031,46.16,30.9,36.06000137,94.5329431,27.77310217,0.07,2.402455568,87.28,73.01,0,58,17.82,1.388888889,5.817335529,0.972199378,38,3.484548739,2.2,199,4.351137597,61.79584451,99.2,0,0,0.009616641,0,0.04,0,1,4,3,0,1,1,0.800101076,0,0,-1.737196666,1,25000,1.2,58.3,1.5,3690,100,26000,2,0,0,0,7,1,2,0,1,1,0,1,2,0,4,4,2,15,3,4,72.75969361,7793664,3609584,0.77
Tunisia,2018,MIDDLE EAST AND NORTH AFRICA,64.86,1,91.44,1.48,0.66,0,3,1.295000005,1.832499981,10.1,5,2.8,66,62,8.15,4.738999844,33,13.8,98,96.75222245,98.72154,14.62357,28.49695917,80.86009113,36.57142912,31.29999924,69.71,91.59999847,97.69999695,1.288043478,99.9,95,-3.158521669,23.34835359,2.099999953,15.00826178,3.686971016,47.88,46.8,36.06000137,94.5329431,27.77310217,0.085,2.402455568,87.28,73.01,0,58,17.82,1.388888889,5.817335529,0.972199378,40,3.484548739,2.2,199,4.325568799,62.39792226,99.2,0,0,0.009616641,0,0.04,0,1,4,3,0,1,1,0.800101076,0,0,-1.737196666,1,25000,1.2,58.3,1.7,3690,100,58500,2,0,0,0,7,1,2,0,1,1,0,1,2,0,4,4,2,15,4,4,73.6005085,7793664,3609584,0.22
Uganda,2018,SUBSAHARAN AFRICA,52.66,0,47.22,2.6,0.28,1,3,32.62000084,2.019299984,33.95,32.25,4.55,50,343,20.05,3.930999994,161,53.79999924,78,85.55441447,91.48062,9.76888,56.55976676,68.66782335,95.01134462,35,1.06,19.10000038,79,1.141666667,19.28127976,5,-4.87924161,4.227783433,16.29999962,2.845167208,3.419708532,19.805,20.55,44.29999924,23.420564,0.56,0.09,0.110886574,85.57,56.92,13.33333333,7,45.76,26.66666667,5.663806122,0.755702097,25.5,3.567911081,10.7,97,3.845590238,52.51764799,29.9,0,1,0.025690565,0,0.93,5.463831805,1,4,3,0,1,1,0.579077031,0,1,-2.605993015,0,44300,85,69.4,14.4,630,24500,975000,5,0,2,0,11,2,2,2,1,1,2,1,2,1,1,3,0,12,3,0,205.3925918,9386237,32101728,0.76
Ukraine,2018,RUSSIA AND EURASIA,70.6,0,104.81,3.69,0.22,1,4,0.05,4.400799751,4,2.5,0.3,63,24,5.45,4.681000233,94,9.05,76,99.886205,97.40348,15.14135,33.61522199,99.51754386,80.95237519,12.10000038,8.471,95.90000153,96.19999695,1.368094992,100,95,-4.980210691,94.55598808,2.400000048,9.687234879,3.703549153,47.95,14.2,25.62000084,86.3429623,14.7,0.02,6.26235199,88.84,71.58,5,90,32.54,1.459854015,5.702894703,0.943358382,28.5,2.866647266,4.3,305,3.12369507,49.13282556,99.8,0,0,0.013978478,1,0.47,4.143134726,1,3,3,0,1,1,0.684341717,0,1,-1.712699873,0,86600,5.2,93.9,3.1,2310,7200,58500,0,2,0,0,3,1,0,1,0,0,0,1,2,0,1,4,1,12,4,3,77.35949266,31122512,13882133,0.67
Vietnam,2016,ASIA,64.27,0,184.69,6.14,0.2,0,3,3.230000019,5.577399731,19.4,11,5.7,66,54,11.4,5.360000134,140,21.70000076,95,97.09167345,97.96511,11.9,21.42377435,88.71989861,89.06439895,24.29999924,9.259,78,97.59999847,1.024409449,99,43.7808,-0.07219119,23.59304334,16.39999962,2.058134079,3.46707112,48.31,18.8,35.56999969,61.3066205,0.1375,0.24,1.97143352,79.24,56.92,7.692307692,3,0.45,2.777777778,9.076539684,0.74662179,31,3.407291069,3.3,145,3.909753896,60.55325259,95,0,1,0.048465601,1,0.24,0,1,0,2,0,0,0,0.559767539,0,0,-0.991591011,0,71900,3.6,85.4,2.1,2100,5300,94000,3,1,0,0,1,0,0,1,0,0,0,1,2,0,1,2,0,11,3,2,301.9922082,32635787,61933285,0.15
Vietnam,2018,ASIA,59.7,0,184.69,6.14,0.2,0,3,2.06500001,5.577399731,21.35,10.85,5.05,66,54,11.45,5.360000134,140,21.65000038,95,97.09583673,97.96511,11.9,21.42377435,91.90994931,89.06439895,24.29999924,9.259,78,97.59999847,1.024409449,99.1,43.7808,-0.07219119,23.59304334,16.39999981,2.07906704,3.53353556,47.405,32.6,35.56999969,61.3066205,0.1375,0.22,1.97143352,79.24,56.92,7.692307692,3,0.45,2.777777778,9.076539684,0.74662179,33,3.407291069,3.3,145,3.854876948,60.7766263,95.55,0,1,0.048465601,1,0.24,0,1,0,2,0,0,0,0.559767539,0,0,-0.991591011,0,71900,3.6,85.4,2.1,2100,5000,94000,3,1,0,0,1,0,0,1,0,0,0,1,2,0,1,2,0,11,3,2,305.0587271,32635787,61933285,0.45